company_id,company_name,company_profile_url,country,city,address,website,phone,contact_person,contact_designation,member_status,member_since,verified,verification_details,legal_entity,established_year,primary_business,role,products_listed_count,deal_focus,description,search_terms,category_types,search_tab,scrape_date
3320782,Uhtco Corporation Gmbh,https://www.go4worldbusiness.com/member/view/3320782/uhtco-corporation-gmbh.html,Vietnam,Mistelbach,"Uhtco Corporation Europe Bahnzeile 5, 2130 Mistelbach Mistelbach 2130 Austria",http://www.uhtco.eu,NULL,Carlos,Sales Manager,GOLD,"May, 2021",NULL,NULL,Uhtco Corporation Gmbh,2003,Manufacturer/ OEM,Supplier,24,"Sells Maca, macapro and camu camu","Uhtco Corporation Gmbh is a gold supplier from Mistelbach, Austria. They are a manufacturer/oem specializing in maca, macapro, camu camu and camu camu c++. Founded in 2003, they report annual sales of USD 5 million to USD 15 million. They list 24 products.",Acai Berry Fruit Juice Powder; Acai Berry Fruit Powder; Acerola Cherry Fruit Juice Powder; Agaricus Blazei Mushroom Fungus Fruiting Body Powder; Agarikon Mushroom Fungus Fruiting Body Powder Polysaccharides,Acai Berry Extract & Products; Acerola Cherry Extract & Products; Agaricus Extract & Products; Agarikon Extract & Products,suppliers,2026-07-20
4120310,IBT Agro Tarim Ithalat Ihracat Sanayi Ve Ticaret Limited Sirketi,https://www.go4worldbusiness.com/member/view/4120310/ibt-agro-tarim-ithalat-ihracat-sanayi-ve-ticaret-limited-sirketi.html,Vietnam,Antalya,"Uncali Mahallesi, Sehit Tegmen Abdulkadir Guler Caddesi, Koru Park Evleri A Block No:25 A Ic Kapi No:11, Konyaalti / Antalya Antalya 07070 Konyaalti Turkey",https://www.ibtagro.com,+90-530-893-48-05,Mert Demirel,Export Department Manager,GOLD,"February, 2024",yes,VERIFIED Fetching... Verification Status Company Registration Certificate Identity Proof Of Representative Company Address Proof − Trading License Proof of Prior Export/Import − Proof of Product − Company Representative Verified on Video Call − Other Documents like Mandates and Certifications −,IBT Agro Tarim Ithalat Ihracat Sanayi Ve Ticaret Limited Sirketi,2021,Manufacturer/ OEM,Supplier and Service Provider,63,NULL,"IBT Agro Tarim Ithalat Ihracat Sanayi Ve Ticaret Limited Sirketi is a verified gold supplier and service provider from Antalya, Turkey. They are a manufacturer/oem specializing in chemical and organic fertilizers in liquid and powder form. They provide services such as manufacturer and exporter. Founded in 2021, they report annual sales of USD 1 million to USD 5 million. They are ISO 9001 certified. They list 63...",Acesulfame-K,Acesulfame,suppliers,2026-07-20
3943812,Has Endustri Urunleri Sanayi Ve Dis Tic. Ltd. Sti.,https://www.go4worldbusiness.com/member/view/3943812/has-endustri-urunleri-sanayi-ve-dis-tic-ltd-sti-.html,Vietnam,Istanbul,"Rumeli Hisarustu Mh, Bebek Yolu Sk, Park Apt, No:23-3, Istanbul - Sariyer Istanbul 34460 Turkey",http://www.hasendustri.com.tr,+90-5373646641,Beste Turgut Phone: +90-5373646641,NULL,Premium,"July, 2023",yes,Company Registration Certificate Verified,Has Endustri Urunleri Sanayi Ve Dis Tic. Ltd. Sti.,2009,NULL,Supplier,3,Sells Wires and cables like power cables and control cables,"Has Endustri Urunleri Sanayi Ve Dis Tic. Ltd. Sti. is a junior supplier from Istanbul, Turkey. They supply wires and cables like power cables and control cables. Founded in 2009. They are ISO9000 certified. They list 3 products.",Acesulfame-K,Acesulfame,suppliers,2026-07-20
1281015,Impactos Agricolas Sa,https://www.go4worldbusiness.com/member/view/1281015/impactos-agricolas-sa.html,Vietnam,Montevideo,Montevideo Montevideo 11600 Montevideo Uruguay,https://www.go4worldbusiness.com/member/view/1281015/impactos-agricolas-sa.html,NULL,Alejandro Ventimiglia,Director,Premium,"September, 2014",NULL,NULL,Impactos Agricolas Sa,2010,Manufacturer/ OEM,Supplier,4,"Sells Wheat, red and white sorghum and corn","Impactos Agricolas Sa is a junior supplier from Montevideo, Uruguay. They are a manufacturer/oem specializing in wheat, red and white sorghum, corn and dried green peas. Founded in 2010, they report annual sales of USD 250,000 to USD 1 million. They list 4 products.",Acesulfame-K,Acesulfame,suppliers,2026-07-20
4283792,Ipac Tarim Ltd. Sti.,https://www.go4worldbusiness.com/member/view/4283792/ipac-tarim-ltd-sti-.html,Vietnam,Mersin,"Cami Serif Mahallesi Lina Nasif Sokak No:7 Akdeniz, Mersin Mersin 33020 Turkey",https://ipac.com.tr/en/,NULL,Cigdem Cengiz,Foreign Trade Manager,Premium,"October, 2024",yes,NULL,Ipac Tarim Ltd. Sti.,2017,Manufacturer/ OEM,Buyer and Supplier,49,"Sells Liquid fertilizers, powder fertilizer and foliar fertilizer | Buys Map, mkp and calcium nitrate","Ipac Tarim Ltd. Sti. is a junior buyer and supplier from Mersin, Turkey. They are a manufacturer/oem specializing in liquid fertilizers, powder fertilizer, foliar fertilizer and concentrate fertilizers. They are a manufacturer/oem for map, mkp, calcium nitrate and magnesium nitrate. Founded in 2017, they report annual sales of USD 15 million to USD 25 million. They list 49 products.",Acesulfame-K,Acesulfame,suppliers,2026-07-20
1530704,Huynh Gia Agriculture Joint Stock Company,https://www.go4worldbusiness.com/member/view/1530704/huynh-gia-agriculture-joint-stock-company.html,Vietnam,Ho Chi Minh,"80/2 Yen The, Ward 2 Ho Chi Minh 70000 Tan Binh Viet Nam",http://www.vncashewnut.com,NULL,Manfred,Manager,Premium,"November, 2017",NULL,NULL,Huynh Gia Agriculture Joint Stock Company,2015,Manufacturer/ OEM,Supplier and Service Provider,222,"Sells Ww240, ww320 and ww450. broken as ws | Services Oem packing","Huynh Gia Agriculture Joint Stock Company is a junior supplier and service provider from Ho Chi Minh, Viet Nam. They are a manufacturer/oem specializing in ww240, ww320, ww450. broken as ws and lp. They provide services such as oem packing. Founded in 2015, they report annual sales of USD 5 million to USD 15 million. They list 222 products.",Agar Agar,Agar Agar,suppliers,2026-07-20
1574327,Organix Foods S.a.c,https://www.go4worldbusiness.com/member/view/1574327/organix-foods-s-a-c.html,Vietnam,Lima,"Av. Circunvalacin El Golf Los Incas 206, Santiago De Surco Lima 15311 Lima Peru",http://www.organix.pe,NULL,David Odar,Chief Strategy Officer,Premium,"May, 2018",yes,Company Registration Certificate Verified,Organix Foods S.a.c,2017,Manufacturer/ OEM,Supplier,15,NULL,"Organix Foods S.a.c is a junior supplier from Lima, Peru. They are a manufacturer/oem specializing in hass avocado, blueberries, mandarin and mango quinoa. Founded in 2017, they report annual sales of USD 250,000 to USD 1 million. They are USDA Organic and EU Organic certified. They list 15 products.",Agar Agar,Agar Agar,suppliers,2026-07-20
1407553,Prover Brasil For Export Ltda.,https://www.go4worldbusiness.com/member/view/1407553/prover-brasil-for-export-ltda-.html,Vietnam,Belo Horizonte,"Rua Geraldo Teixeira Da Costa, 114 Loja 02, Bairro Floresta Belo Horizonte 30150120 Minas Gerais Brazil",http://www.proverbrasil.com.br,NULL,Afonso Figueiredo,Administrator,Premium,"June, 2016",NULL,NULL,Prover Brasil For Export Ltda.,2001,Dealer / Reseller,Supplier,34,"Sells Acai berry powder, guarana powder and guarana seeds","Prover Brasil For Export Ltda. is a junior supplier from Belo Horizonte, Brazil. They are a dealer/reseller specializing in acai berry powder, guarana powder, guarana seeds and guarana extracts. Founded in 2001. They list 34 products.",Agaricus Blazei Murill Mushroom Fungus Fruiting Body Extract; Agaricus Blazei Mushroom Fungus Fruiting Body Extract Polysaccharides,Agaricus Extract & Products,suppliers,2026-07-20
3538502,"Blue Lotus Exim Co., Ltd.",https://www.go4worldbusiness.com/member/view/3538502/blue-lotus-exim-co-ltd-.html,Vietnam,Ho Chi Minh,"48 Sam Son, Ward 4, Tan Binh District Ho Chi Minh 700000 Viet Nam",http://www.bluelotusfarm.vn,NULL,Helen Nguyen,Director,Premium,"February, 2022",yes,Company Registration Certificate Verified,"Blue Lotus Exim Co., Ltd.",2021,Manufacturer/ OEM,Supplier,2465,"Sells Handicraft, agriculture product and dried food","Blue Lotus Exim Co., Ltd. is a junior supplier from Ho Chi Minh, Viet Nam. They are a manufacturer/oem specializing in handicraft, agriculture product, dried food and frozen food. Founded in 2021, they report annual sales of USD 250,000 to USD 1 million. They list 2465 products.",Agaricus Blazei Mushroom Fungus Fruiting Body Powder; Agarikon Mushroom Fungus Fruiting Body Powder Polysaccharides,Agaricus Extract & Products; Agarikon Extract & Products,suppliers,2026-07-20
3012719,"Viet Khanh Foods Co., Ltd",https://www.go4worldbusiness.com/member/view/3012719/viet-khanh-foods-co-ltd.html,Vietnam,Long Khanh,"No. 314, Ho Thi Huong Str., Town 5, Xuan An Ward, Long Khanh City, Dong Nai Pro., Vietnam Long Khanh 81000 Xuan An Viet Nam",http://www.vikafoods.com,NULL,Yaya Bui,Sales & Marketing Manager,Premium,"August, 2020",yes,Company Registration Certificate Verified,"Viet Khanh Foods Co., Ltd",2015,Manufacturer/ OEM,Supplier and Service Provider,259,NULL,"Viet Khanh Foods Co., Ltd is a junior supplier and service provider from Long Khanh, Viet Nam. They are a manufacturer/oem specializing in foods & agricultural products such as fruit, vegetable, green tea/black tea/oolong tea and mushroom. They provide services such as exporter.. Founded in 2015, they report annual sales of USD 15 million to USD 25 million. They are ISO certified. They list 259 products.",Agaricus Blazei Mushroom Fungus Fruiting Body Powder; Agarikon Mushroom Fungus Fruiting Body Powder Polysaccharides,Agaricus Extract & Products; Agarikon Extract & Products,suppliers,2026-07-20
1386146,E-silk Route Ventures Pvt. Ltd.,https://www.go4worldbusiness.com/member/view/1386146/e-silk-route-ventures-pvt-ltd-.html,Vietnam,Rajagiriya,"47/2, 3rd Lane Buthgamuwa Road Rajagiriya 10100 Western Province Sri Lanka",http://www.esilkroute.com.lk,NULL,Tharuka Rajapakse,Digital Sales,Premium,"March, 2016",yes,VERIFIED Fetching... Verification Status Company Registration Certificate − Identity Proof Of Representative Company Address Proof − Trading License − Proof of Prior Export/Import Proof of Product − Company Representative Verified on Video Call − Other Documents like Mandates and Certifications −,E-silk Route Ventures Pvt. Ltd.,2014,Manufacturer/ OEM,Supplier and Service Provider,65,NULL,"E-silk Route Ventures Pvt. Ltd. is a verified junior supplier and service provider from Rajagiriya, Sri Lanka. They are a manufacturer/oem specializing in organic and non organic herbs & spices, ceylon tea, coconut related products and fruit powders. They provide services such as private label/white label/oem services. Founded in 2014, they report annual sales of USD 250,000 to USD 1 million. They are ISO, Organic...",Agaricus Blazei Mushroom Fungus Fruiting Body Powder; Agarikon Mushroom Fungus Fruiting Body Powder Polysaccharides,Agaricus Extract & Products; Agarikon Extract & Products,suppliers,2026-07-20
3524393,Brothers Consult Engineering Ltd,https://www.go4worldbusiness.com/member/view/3524393/brothers-consult-engineering-ltd.html,Vietnam,Sofia,"Str. 23 Luben Karavelov, Hisarya, Hisarya, 4180, Bg Sofia Bulgaria",https://bilkovaborsa.bg/,+359897858838,Violeta Hristova,Manager,GOLD,"January, 2022",yes,VERIFIED Fetching... Verification Status Company Registration Certificate Identity Proof Of Representative Company Address Proof Trading License − Proof of Prior Export/Import − Proof of Product − Company Representative Verified on Video Call Other Documents like Mandates and Certifications,Brothers Consult Engineering Ltd,2005,Distributor,Supplier,21,"Sells Herbs, chamomile and rosehip","Brothers Consult Engineering Ltd is a verified goldplus supplier from Sofia, Bulgaria. They are a distributor specializing in herbs, chamomile, rosehip and lavender. Founded in 2005, they report annual sales of around USD 250,000. They list 21 products.",Hairy Agrimony Herb Powder,Agrimony Extract & Products,suppliers,2026-07-20
